text,appeal_to_authority,appeal_to_fear,bandwagon,black_white_fallacy,causal_oversimplification,doubt,exaggeration,flag_waving,loaded_language,name_calling,repetition,slogans,thought_terminating_cliche,whataboutism
"Farrakhan had praised Hitler and declared that the Jews, ""can't say 'Never Again' to God, because when he puts you in the ovens, you're there forever.”",0,0,1,0,0,0,0,0,0,0,0,0,0,0
"""Here come the Jews. They don't like Farrakhan, so they call me Hitler. Well, that's a good name. Hitler was a very great man.""",0,0,1,0,0,0,0,0,0,0,0,0,0,0
Loving Anti-Semite,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The media is very interested in racism,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Well, that's a good name. Hitler was a very great man",0,0,0,0,0,0,0,0,0,0,0,0,1,0
Would a Republican get a pass on meeting with a racist hate group leader,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The media is happy to talk about anti-Semitism,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I refuse to contribute to the destruction of the Church,0,0,0,0,0,0,0,0,1,0,0,0,0,0
You destroyed the Church.”,0,0,0,0,0,0,0,0,0,0,1,0,0,0
destroying the Church,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"You have no authority to compose this schema, because it is a theological thesis and therefore within the competence of the Theological Commission.”",0,0,0,1,0,0,0,0,0,0,0,0,0,0
Freemasonry,0,0,0,0,0,0,0,0,0,0,1,0,0,0
in the name of the Council,0,0,0,0,0,0,0,0,0,0,1,0,0,0
destroys the Church,0,0,0,0,0,0,0,0,0,0,1,0,0,0
smoke of Satan,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"And if He is God, we must give Him the adoration of God",0,1,0,0,0,0,0,0,0,0,0,0,0,0
It is impossible to do all this without God’s assistance,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Stay in the fight! Keep the Faith. Never surrender!,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the infallible teachings of Mother Church,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"a mutation, a change, in the Church",0,0,0,0,0,0,0,0,1,0,0,0,0,0
destruction of the Church,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the mutation in the Church,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Impossible!,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"I do have the right to compose this schema because if anything concerns Christian Unity it is religious liberty, and I am the President of the Secretariat for Promoting Christian Unity.”",1,0,0,0,0,0,0,0,0,0,0,0,0,0
a mutation in the church,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"if the reforms are bad, then it is impossible that the Council is good and all the reforms are bad, because that is the authentic interpretation of the Council by Rome",0,0,0,0,1,0,0,0,0,0,0,0,0,0
"very, very anxious",0,0,0,0,0,0,0,0,1,0,0,0,0,0
in the name of the Holy See,0,0,0,0,0,0,0,0,1,0,0,0,0,0
We must tolerate - have tolerance for the error - but never give the same right to error and truth. That is impossible,0,0,0,1,0,0,0,0,0,0,0,0,0,0
impossible,0,0,0,0,0,0,0,0,0,0,1,0,0,0
he is an infamous Freemason,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the devil is in Rome,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sensual dancing,0,0,0,0,0,0,0,0,1,0,0,0,0,0
That is a fact,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Ay. Impossible. Impossible. No, no, no, no",0,0,0,0,0,0,0,0,1,0,0,0,0,0
the pope is not man of true conviction,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"if I do that, then I betray my mother, the Church. The Church!",0,1,0,0,0,0,0,0,0,0,0,0,0,0
desperate state,0,0,0,0,0,0,0,0,1,0,0,0,0,0
diabolical debacle,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"if the Church continues to remain under the influence of the prince of the revolution, then, in the future a crisis will come upon the Church",0,1,0,0,0,0,0,0,0,0,0,0,0,0
They said that. They wrote that,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"We were in a very sad, serious situation",0,0,0,0,0,0,0,0,1,0,0,0,0,0
In the name of the Council,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I do everything possible for the Council and the Catholics in our country,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"in the name of the Declaration of Religious Freedom [of Vatican II], we ask the President to remove this article in the Constitution",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"We must take care, because this change in the church is a liberal change. The liberal principles have entered the Church now, and they destroy the Church",0,1,0,0,0,0,0,0,0,0,0,0,0,0
Impossible,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The authority comes from God. Not from the people. Not from the masses. From God,0,0,0,0,0,0,0,0,0,0,1,0,0,0
democratic principle,0,0,0,0,0,0,0,0,0,0,1,0,0,0
in the masses,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hierarchical,0,0,0,0,0,0,0,0,0,0,1,0,0,0
That is hierarchy,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I do not say that,0,0,0,0,0,0,0,0,0,0,1,0,0,0
the belief,0,0,0,0,0,0,0,0,0,0,1,0,0,0
They learn nothing now,0,0,0,0,0,0,0,0,0,0,1,0,0,0
How is it possible that the pope gives the authorization to this change? How is it possible the pope signed this decree? Signed this constitution,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I don’t know,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A big mystery,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I don’t know. We don’t know,0,0,0,0,0,0,0,0,0,0,1,0,0,0
we do not know,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I do not know,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Because if this crisis continues, many people will go to hell",0,1,0,0,0,0,0,0,0,0,0,0,0,0
That is sacrilege,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Against our faith,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I know him very well,0,0,0,0,0,0,0,0,0,0,1,0,0,0
That we cannot change,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Church is tradition,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I thank you for your attention,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"But Jewish groups on and off campus have denounced the report as flawed, saying it missed the significance of an anti-Semitic text circulated online before Noah Lew was removed from the board last fall",0,0,0,0,0,1,0,0,0,0,0,0,0,0
a target was placed squarely upon me,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"My Jewish identity was now public, and a target was placed squarely upon me by the McGill BDS movement",0,0,0,0,1,0,0,0,0,0,0,0,0,0
anti-Semitic tropes of Jewish people,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The Jewish groups said this anti-Semitic rhetoric “was used to encourage students to vote specifically against Noah Lew. It is under this context that the (general assembly) occurred, and the report fundamentally misunderstands this, which alters the entire findings of the report",0,0,0,0,0,1,0,0,0,0,0,0,0,0
absolutely no place for anti-Semitism,0,0,0,0,0,0,1,0,0,0,0,0,0,0
overwhelmingly approved,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a whitewash,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a holy war between Muslims and non-Muslims,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"in the application process, he lied to military recruiters about a recent trip he'd taken to Jordan in a failed attempt to make contact with the Islamic State and join a ""real Muslim Army",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"he wanted to do something “bigger, better, and more purposeful” – like dying in the cause of Allah",0,0,0,0,0,0,1,0,0,0,0,0,0,0
"In the process, however, he misidentified Hasan as Nidal Hussein and said the shooting happened at Fort Knox in Kentucky. He also said Hasan had died a martyr, though in fact he remains alive on military death row",0,0,0,0,0,1,0,0,0,0,0,0,0,0
He also sang an Islamic State fight song and recalled making a replica of the group’s flag. He said he wanted to replace his neighbor’s American flag with it,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Patel agreed to bring it by, but two days later he told the State Department he had accidentally thrown it away in October and needed a new one",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"""disaster""",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"""disaster"" potential witness",0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Of course, we know what Obama did with his daily briefings. They are somewhere in the White House sewer system",0,0,0,0,0,1,0,0,0,0,0,0,0,0
purportedly,0,0,0,0,0,1,0,0,0,0,0,0,0,0
blessing’ for gay unions is ‘truly…sacrilegious’,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Marx’s idea “truly seems sacrilegious” and “ignores the clear Revelation of God,”",0,0,0,0,0,0,0,0,1,0,0,0,0,0
homosexuality always contradicts the Will of God,0,0,0,1,0,0,0,0,0,0,0,0,0,0
citing church teaching through the centuries,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rather than being about receiving “God’s assistance for themselves,” those engaging in sodomy and wishing to have it “blessed” by the Church “aim with their request at the recognition and acceptance of their homosexual way of life and its ecclesial valorization.”",0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Catechism of the Catholic Church teaches that “under no circumstances” can homosexual activity “be approved” as it is “intrinsically disordered.” Such acts are “contrary to the natural law. They close the sexual act to the gift of life. They do not proceed from a genuine affective and sexual complementarity” (CCC 2357),1,0,0,0,0,0,0,0,0,0,0,0,0,0
I do not really see any problems there.”,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"“Any such ‘blessing rite’ would cooperate in a morally forbidden act, no matter how sincere the persons seeking the blessing,”",0,0,0,1,0,0,0,0,0,0,0,0,0,0
"such a “blessing” would encourage people to continue living in a way the Church considers gravely sinful and spiritually damaging, and therefore would be uncharitable",0,1,0,0,0,0,0,0,0,0,0,0,0,0
as children of God with inherent dignity,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"there is no truth, no real mercy, and no authentic compassion, in blessing a course of action that leads persons away from God.”",0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jesus said the truth will make us free. Nowhere did he suggest it will make us comfortable.”,1,0,0,0,0,0,0,0,0,0,0,0,0,0
record-breaking,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"the ""Pale Blue Dot",0,0,0,0,0,0,0,0,0,1,0,0,0,0
the 'Pale Blue Dot,0,0,0,0,0,0,0,0,0,1,0,0,0,0
farthest ever image,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the most-distant course-correction manoeuvre ever,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the farthest planetary encounter in history,0,0,0,0,0,0,1,0,0,0,0,0,0,0
the next record-breaking encounter,0,0,0,0,0,0,1,0,0,0,0,0,0,0
continent; not a country,0,0,0,0,0,0,0,0,0,0,1,0,0,0
just so we're clear here,0,0,0,0,0,0,0,0,0,0,0,0,1,0
it is not a country,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Australia is both a country and a continent. It's the only country that is both. I provided a resource in the first email that clarifies that for you. If you need further clarification google or the SNHU Shapiro Library has that information you,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Australia is both a country and a continent,0,0,0,0,0,0,0,0,0,0,1,0,0,0
her professor believed Australia 'is not a country,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"the professor incorrectly thought Australia ""is not a country",0,0,0,0,0,1,0,0,0,0,0,0,0,0
Australia is a continent; it is not a country,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"the accusations are, after all, still lies, and that there’s still “no evidence” against Barros…?",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Lie big, lie often, and when caught, keep lying",0,0,0,0,0,0,0,0,0,0,0,0,1,0
who am I to judge him?,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"We cool and hip people don’t hate gays, do we?”",0,0,0,0,0,1,0,0,0,0,0,0,0,0
secular journalists,0,0,0,0,0,0,0,0,0,1,1,0,0,0
his good friend Bishop Juan Barros?,0,0,0,0,0,0,0,0,0,1,0,0,0,0
the convicted sex-predator Karadima,0,0,0,0,0,0,0,0,0,1,0,0,0,0
had apologised-except-not-really,0,0,0,0,0,0,0,0,1,0,0,0,0,0
It also calls into question his stated empathy with abuse survivors,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I am the pope, I do not need to give reasons for any of my decisions. I have decided that they have to leave and they have to leave.”",1,0,0,0,0,0,0,0,0,0,0,0,0,0
secular reporters,0,0,0,0,0,0,0,0,0,1,0,0,0,0
predatory homosexual,0,0,0,0,0,0,0,0,0,1,0,0,0,0
No evidence.”,0,0,0,0,0,0,0,0,0,0,0,0,1,0
for the strong-of-stomach,0,0,0,0,0,0,0,0,1,0,0,0,0,0
papal apologists,0,0,0,0,0,0,0,0,0,1,0,0,0,0
so many lobbies,0,0,0,0,0,0,0,0,0,0,0,0,1,0
cool and hip people,0,0,0,0,0,0,0,0,0,1,0,0,0,0
astoundingly brazen lie,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nudge-nudge-wink-wink joke,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Squandering the capital of trust,0,0,0,0,0,0,0,0,1,0,0,0,0,0
watched aghast,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dizzying detail,0,0,0,0,0,0,0,0,1,0,0,0,0,0
habitual liar,0,0,0,0,0,0,0,0,0,1,0,0,0,0
blatantly using lies and manipulation,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"if Paul VI is canonised, their loss of faith in the Church as an institution will be complete",0,1,0,0,0,0,0,0,0,0,0,0,0,0
shouting match,0,0,0,0,0,0,0,0,1,0,0,0,0,0
vicious temper tantrums,0,0,0,0,0,0,0,0,1,0,0,0,0,0
terrorising his subordinates into submission,0,0,0,0,0,0,0,0,1,0,0,0,0,0
apparently unbreachable shell of papal teflon,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dropped the bomb,0,0,0,0,0,0,0,0,1,0,0,0,0,0
in his hands,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Who am I to judge,0,0,0,0,0,0,0,0,0,0,0,0,1,0
lie big and lie brazenly,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A virtuoso performance-liar,0,0,0,0,0,0,0,0,0,1,0,0,0,0
blatant and enormous lie,0,0,0,0,0,0,0,0,1,0,0,0,0,0
thoroughly vetted,0,0,0,0,0,0,0,0,1,0,0,0,0,0
duly rewarded,0,0,0,0,0,0,0,0,1,0,0,0,0,0
That is a danger,0,1,0,0,0,0,0,0,0,0,0,0,0,0
violently opposed,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"nonsense, propaganda",0,0,0,0,0,0,0,0,1,0,0,0,0,0
We are simply asked to take the pope’s word for it,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hysterical nonsense,0,0,0,0,0,0,0,0,1,0,0,0,0,0
intrinsically disordered,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a serious emotional dysfunction that “must” preclude a man from being ordained,0,0,0,0,0,0,0,0,1,0,0,0,0,0
one of the great confidence scams,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"They warn that the general loss of trust in institutions leads to a general state of chaos, in which laws on the books matter little as citizens turn to their last resort of protecting themselves and their own families",0,1,0,0,0,0,0,0,0,0,0,0,0,0
professional confidence trickster,0,0,0,0,0,0,0,0,0,1,0,0,0,0
slander and calumny,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Not that anyone in Rome was trying very hard,0,0,0,0,0,1,0,0,0,0,0,0,0,0
researchers say it will have very little effect on the overall global warming trend that mankind has created for itself,1,0,0,0,0,0,0,0,0,0,0,0,0,0
but scientists aren’t worried,0,0,0,0,0,0,0,0,0,0,0,0,1,0
layers of corruption,0,0,0,0,0,0,0,0,1,0,0,0,0,0
alleging “layers of corruption” within the student government and favouritism in appointing board members,0,0,0,0,0,1,0,0,0,0,0,0,0,0
punch a zionist,0,0,0,0,0,0,0,0,0,0,0,1,0,0
there is absolutely no place,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"However, he said any Jewish students thinking of being involved in student politics or activism “will have encounters that are profoundly disturbing and unpleasant",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"He said McGill is not alone in this respect, as this is a continent-wide phenomenon within student politics",0,0,0,0,0,0,0,0,0,0,0,0,0,1
outrageous,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Christian Identity of Europe,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Christian identity of Hungary and Europe,0,0,0,0,0,0,0,0,0,0,1,0,0,0
We will fight those who want to change the Christian identity of Hungary and Europe,0,0,0,0,0,0,0,0,0,0,1,0,0,0
unacceptable and shocking,0,0,0,0,0,0,0,0,1,0,0,0,0,0
flood of antichrists,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hungary has never admitted and will never admit illegal immigrants,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Were the Ammonites and Moabites not kept out of the assembly of Israel because of their hatred of the people of God? (Deuteronoy 23:3-6),0,0,0,1,0,0,0,0,0,0,0,0,0,0
"fight those who want to change the Christian Identity of Europe.""",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Hungary will not become an immigrant country, it has never admitted and will never admit illegal immigrants.""",0,0,0,0,0,0,0,0,1,0,0,0,0,0
ordered all illegal Muslim invaders to get out of Hungary and never come back,0,0,0,0,0,0,0,0,1,0,0,0,0,0
openly Christian,0,0,0,0,0,0,0,1,0,0,0,0,0,0
people with immigrant backgrounds have committed 27 major terrorist attacks in Europe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"one cannot allow such an influx into the country, or all you are asking for is the judgments God warned about in Deuteronomy 28",0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hungary First,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"For us, Hungary is first",0,0,0,0,0,0,0,1,0,0,1,1,0,0
America First,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"Hungary will not become an immigrant country, it has never admitted and will never admit illegal immigrants",0,0,0,0,0,0,0,1,0,0,0,0,0,0
the threat of terrorism becomes an everyday regularity,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cataclysmic damage,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"sub-standard ""informal"" homes",0,0,0,0,0,0,0,0,0,1,0,0,0,0
a perfect storm of sociology stupidity,0,0,0,0,0,0,0,0,1,0,0,0,0,0
You really don't need to know anything,0,0,0,0,0,0,0,0,0,0,0,0,1,0
corrupting,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sociology helped generate a whole range of fake new academic subjects while corrupting existing ones into a toxic stew of racism and meaningless jargon,0,0,0,0,0,1,0,0,0,0,0,0,0,0
absolute ignorance,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sociology. You really don't need to know anything,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"The professor, who has a PhD in philosophy... Of course she does",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"the age of, ""My truth",0,0,0,0,0,0,0,0,0,1,0,0,0,0
a toxic stew of racism and meaningless jargon,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a black gunman shooting two white cops,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"I can't think of anything less irrelevant than a black gunman shooting two white cops--after five years of the ""Blacks Lives Matter"" movement",0,0,0,0,0,0,0,0,1,0,0,0,0,0
obscene travesty,0,0,0,0,0,0,0,0,1,0,0,0,0,0
even mass murder,0,0,0,0,0,0,0,0,1,0,0,0,0,0
incredibly offensive,0,0,0,0,0,0,0,0,1,0,0,0,0,0
monkeys and pigs,0,0,0,0,0,0,0,0,0,1,0,0,0,0
greatest leader in modern Western history,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"If the board members of Crime Stoppers and Citizens’ Crime Watch do not wish to be associated with anti-Semitism or white supremacism or Hamas or Holocaust denial or Steve Anderson or David Duke or Louis Farrakhan, then they must cut ties with Sofian Zakkout",0,0,0,1,0,0,0,0,0,0,0,0,0,0
Crime Stopper,0,0,0,0,0,0,0,0,0,1,0,0,0,0
making the claim that Jews have experienced such abuse because they have somehow been cursed,0,0,0,0,1,0,0,0,0,0,0,0,0,0
‘Cause they’re under the curse of God for having rejected the Lord Jesus Christ.”,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"“David Duke, a man to believe in!”",0,0,0,0,0,0,0,0,0,0,0,1,0,0
“We are Hamas”,0,0,0,0,0,0,0,0,0,0,0,1,0,0
“Let’s go Hamas.”,0,0,0,0,0,0,0,0,0,0,0,1,0,0
the American public,0,0,0,0,0,0,0,1,0,0,0,0,0,0
documented threat to national security,0,1,0,0,0,0,0,0,0,0,0,0,0,0
is tumbling chaotically as the result of a violent collision,0,0,0,0,0,0,0,0,1,0,0,0,0,0
its topsy-turvy spin,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Yeah, it’s kind of crazy",0,0,0,0,0,0,0,0,0,0,0,0,1,0
a record-breaking,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fancy image-gathering hardware,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a greatest distance from Earth than any in the history of mankind,0,0,0,0,0,0,1,0,0,0,0,0,0,0
fastest spacecraft ever launched,0,0,0,0,0,0,1,0,0,0,0,0,0,0
farther from Earth than any spacecraft in history,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gorgeously detailed eye candy,0,0,0,0,0,0,0,0,1,0,0,0,0,0
extremely dangerous,0,0,0,0,0,0,0,0,0,0,1,0,0,0
principal in a cover-up’,0,0,0,0,0,0,0,0,0,1,0,0,0,0
a “classic” move of his,0,0,0,0,0,0,0,0,1,0,0,0,0,0
sexual predators,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"predator priests,”",0,0,0,0,0,0,0,0,0,1,0,0,0,0
classic Bergoglio,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"principal in a cover-up,”",0,0,0,0,0,0,0,0,0,1,0,0,0,0
infamous Chilean priest abuser,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scandal of epic proportions.”,0,0,0,0,0,0,0,0,1,0,0,0,0,0
